193815|2018-08-03||WA2679||116.44171759|-31.41067507
193822|2018-08-03||WA2257||117.82045276|-31.77341981
193825|2018-08-03||WA2221||116.73267112|-32.23074146
193830|2018-08-03||WA1988||121.58136218|-33.69336869
194033|2018-08-03||WA3076||115.77950212|-32.16236048
193792|2018-08-03||WA2742||116.03119984|-29.8856154
193796|2018-08-03||WA2350||119.14051035|-31.12511753
193782|2018-08-03||WA1785||118.16876136|-28.54077448
193838|2018-08-03||WA2132||116.74601064|-33.34634119
193557|2018-08-03||WA2156||117.59429885|-33.32076819
193841|2018-08-03||WA2058||115.54878613|-34.12185406
193847|2018-08-03||WA2891||116.08556082|-34.25320464
193854|2018-08-03||WA2671||116.36700714|-31.39707289
193857|2018-08-03||WA2735||114.79008142|-28.43288339
193858|2018-08-03||WA2542||116.24689042|-34.2770971
193863|2018-08-03||WA2598||117.74440091|-33.13383045
193869|2018-08-03||WA2293||117.06764922|-31.21285721
193871|2018-08-03||WA3371||114.61601982|-28.67326316
194051|2018-08-03||WA2294||117.20566807|-31.27439686
193883|2018-08-03||WA2130||116.74442907|-33.52229288
193888|2018-08-03||WA3026||115.17510536|-34.31187489
193892|2018-08-03||WA3041||115.65899348|-33.33717331
1607032|2018-08-03||WA2558||116.26352977|-33.68700133
193902|2018-08-03||WA2609||117.2509589|-32.63155268
193903|2018-08-03||WA2849||115.76977537|-32.26240414
1606378|2018-08-03||WA1996||122.17835718|-33.46105914
1607169|2018-08-03||WA1850||116.39342128|-34.73210419
193937|2018-08-03||WA3133||115.79173198|-31.93918955
1606513|2018-08-03||WA2138||116.47771096|-32.89935645
1607415|2018-08-03||WA2290||117.32107227|-31.55251073
1606733|2018-08-03||WA2583||115.93584687|-32.72632475
194255|2018-08-03||WA1887||118.69582976|-33.22249292
193646|2018-08-03||WA2129||116.48362561|-33.48343116
193833|2018-08-03||WA2336||118.20214267|-30.98666802
193666|2018-08-03||WA3381||113.6513859|-24.87906315
193513|2018-08-03||WA2239||117.26902021|-32.31508396
193512|2018-08-03||WA3012||117.88395904|-35.02752984
193514|2018-08-03||WA3190||115.86506874|-31.82758854
193525|2018-08-03||WA1910||118.11324458|-32.03819497
194078|2018-08-03||WA2646||116.64940715|-31.59802895
193571|2018-08-03||WA3023||117.93446819|-34.97346805
1606699|2018-08-03||WA1809||121.45811587|-27.82939076
193591|2018-08-03||WA3237||116.00954373|-31.78154958
193800|2018-08-03||WA2450||115.27217001|-34.18496501
193558|2018-08-03||WA2653||117.14095709|-32.20781826
1607244|2018-08-03||WA1930||115.32180706|-30.04120355
1607161|2018-08-03||WA3075||115.78154638|-32.1952141
1607203|2018-08-03||WA2122||117.57687944|-33.69073448
1606953|2018-08-03||WA3013||117.87949557|-35.01186103
1606712|2018-08-03||WA3286||117.8557984|-35.00605854
1607417|2018-08-03||WA1810||122.15831014|-27.87674734
193667|2018-08-03||WA1849||116.44132122|-34.92243171
193677|2018-08-03||WA1911||118.1686774|-31.84151449
193985|2018-08-03||WA3010||117.93192121|-35.08672797
193694|2018-08-03||WA1778||116.6428961|-29.63327531
193701|2018-08-03||WA2454||115.02348456|-33.92868326
193803|2018-08-03||WA2455||115.09079229|-33.85876621
193934|2018-08-03||WA3356||119.45484643|-33.74774439
1607382|2018-08-03||WA2538||116.17896825|-34.30661394
193875|2018-08-03||WA2696||117.53283245|-30.8898112
194142|2018-08-03||WA1867||117.5833399|-34.47636525
1606333|2018-08-03||WA2788||115.18973179|-33.73227855
193957|2018-08-03||WA2800||115.38411992|-33.63939797
193799|2018-08-03||WA3126||115.75807342|-31.99440259
1606723|2018-08-03||WA3176||115.83758458|-31.82765379
1606951|2018-08-03||WA2533||115.4930884|-30.72677953
1607338|2018-08-03||WA3173||115.81250885|-31.85095485
194004|2018-08-03||WA3174||115.80276873|-31.82723305
1606437|2018-08-03||WA3225||115.99998228|-32.00778861
193696|2018-08-03||WA2488||115.83526935|-33.33147779
193835|2018-08-03||WA3346||115.84573857|-31.81254336
1607461|2018-08-03||WA2322||119.29111966|-31.77950472
193573|2018-08-03||WA3369||114.60183058|-28.78613885
1606218|2018-08-03||WA2360||115.75512006|-29.38977082
1607084|2018-08-03||WA3182||115.76033007|-31.76322529
194058|2018-08-03||WA1895||119.43729362|-32.67133742
193939|2018-08-03||WA2046||117.4186492|-34.60074288
1607275|2018-08-03||WA3344||115.76293728|-31.77468039
1606786|2018-08-03||WA2375||115.10805323|-28.56521896
1606787|2018-08-03||WA2299||117.69990493|-31.46731881
1607146|2018-08-03||WA1898||116.35191919|-32.37710711
1607305|2018-08-03||WA2901||116.20544326|-33.39126111
1606004|2018-08-03||WA2182||118.40457803|-34.04226596
194187|2018-08-03||WA2240||117.39605519|-32.34822782
193770|2018-08-03||WA2775||117.91950913|-34.99340965
1606442|2018-08-03||WA3116||115.88783707|-32.05247388
193876|2018-08-03||WA2643||116.53551679|-31.56116177
1606670|2018-08-03||WA3342||115.75695315|-31.84152021
1607361|2018-08-03||WA1912||118.13328426|-31.6555982
1606794|2018-08-03||WA2430||117.40463174|-35.02464418
193862|2018-08-03||WA3243||114.93004123|-29.24173724
193936|2018-08-03||WA3007||125.56872539|-18.18305183
194025|2018-08-03||WA2612||117.8642363|-32.98193645
194182|2018-08-03||WA2245||117.70327758|-32.36282615
194201|2018-08-03||WA2310||117.53433477|-30.68491305
194062|2018-08-03||WA3261||114.42964234|-28.37784042
194260|2018-08-03||WA2306||117.15802656|-30.88595336
1605847|2018-08-03||WA2690||116.01219893|-30.73277939
1607457|2018-08-03||WA2595||117.86357723|-33.50454248
193756|2018-08-03||WA1863||116.6756401|-34.11451786
1606211|2018-08-03||WA2574||116.14843492|-33.3601437
1607057|2018-08-03||WA2814||115.64269087|-33.42763485
1607175|2018-08-03||WA3069||115.84512605|-32.24465425
194014|2018-08-03||WA3168||115.79482839|-31.87147753
1607405|2018-08-03||WA2532||115.62305037|-31.00457434
193518|2018-08-03||WA1937||115.09972729|-29.05798352
193569|2018-08-03||WA3104||115.84724853|-32.05553994
193681|2018-08-03||WA3102||115.86246|-32.05624377
193761|2018-08-03||WA3199||115.72590058|-31.68629918
194251|2018-08-03||WA2923||116.0229423|-31.95636263
194161|2018-08-03||WA2238||116.98138549|-32.20578796
193955|2018-08-03||WA1741||116.20367887|-25.24004127
194030|2018-08-03||WA2423||116.82197331|-34.92016468
194059|2018-08-03||WA3077||115.81172525|-32.19697691
1606421|2018-08-03||WA3128||115.76369348|-31.97070318
1606276|2018-08-03||WA2458||115.22669778|-33.85403457
1607402|2018-08-03||WA1775||114.72901673|-28.14735736
194153|2018-08-03||WA3187||115.80100182|-31.81048091
1606363|2018-08-03||WA2549||116.03884498|-33.85909116
193851|2018-08-03||WA2753||113.54379758|-25.92626249
1606316|2018-08-03||WA3108||115.84894246|-32.02820543
1606258|2018-08-03||WA1949||114.41051918|-27.0653168
1606330|2018-08-03||WA2351||118.92338394|-31.12350774
194171|2018-08-03||WA2427||117.14382714|-34.92421043
194177|2018-08-03||WA2101||116.6946356|-33.77881305
194086|2018-08-03||WA3236||116.06250377|-31.85879011
194188|2018-08-03||WA2851||115.7760855|-32.2291292
1607254|2018-08-03||WA2037||116.07375157|-34.77994195
194087|2018-08-03||WA2537||116.0799377|-34.30278994
194090|2018-08-03||WA2220||116.71864363|-32.41261166
194091|2018-08-03||WA2684||116.71965793|-31.46403874
194092|2018-08-03||WA2682||116.72181219|-31.53630224
194095|2018-08-03||WA1971||116.93928024|-29.93614677
193991|2018-08-03||WA2916||115.99276072|-32.08315967
194108|2018-08-03||WA2390||117.1829217|-30.29661229
193819|2018-08-03||WA2066||115.78121049|-33.85055103
194065|2018-08-03||WA1998||122.8591527|-33.68955205
194112|2018-08-03||WA3271||121.46971535|-30.75287306
194117|2018-08-03||WA2547||116.19996378|-33.95963631
1607283|2018-08-03||WA2039||116.20839323|-34.67149858
193594|2018-08-03||WA2311||117.85807851|-30.77856948
1606176|2018-08-03||WA2970||114.60889184|-28.59790307
1606883|2018-08-03||WA2510||115.83065637|-32.32899744
194190|2018-08-03||WA2253||117.73326903|-31.98861473
194192|2018-08-03||WA1786||117.99381295|-27.56445664
1606465|2018-08-03||WA3037||115.62883926|-33.37985531
1605821|2018-08-03||WA2272||115.95329404|-31.08622051
1606940|2018-08-03||WA2464||115.17067863|-33.70443908
1606714|2018-08-03||WA3025||117.93954632|-34.94710207
194244|2018-08-03||WA3345||115.82779652|-31.81096556
1606798|2018-08-03||WA3291||117.85923871|-34.99599138
1607299|2018-08-03||WA3082||115.86960055|-32.24134829
1607384|2018-08-03||WA2358||115.183475|-29.27451389
1606306|2018-08-03||WA2799||115.3904636|-33.6500392
193670|2018-08-03||WA2237||117.00558925|-32.3506882
1606948|2018-08-03||WA2562||117.39851826|-33.72234192
1607085|2018-08-03||WA2487||115.8310656|-33.37810565
1606839|2018-08-03||WA3117||115.8658097|-32.02367859
193549|2018-08-03||WA2543||116.23583276|-34.20412927
194130|2018-08-03||WA2270||116.71832834|-31.2255103
